"Store","Department","Recipe Name","Old Price","New Price","Selling","New GP"
"Springbok Superspar","Hot Foods","FISH CALAMARI MEEL ",17.89272727272727,18.250581818181818,0.0,0,
"Springbok Superspar","Hot Foods","RECIPE MUSHROOM",18.929973863636363,19.32682392272727,31.99,30.522514813578113,
"Springbok Superspar","Hot Foods","PLATTER VEGETERIAN",199.91799346590906,190.46328010029544,390.0,43.837750739656485,
"Springbok Superspar","Hot Foods","FISH CALAMARI STRIPS",233.62698910294998,233.540766231186,404.99,33.68431784343715,
"Springbok Superspar","Hot Foods","COMBO CALAMARI & CHIPS",36.936847866674015,36.65799872462762,55.0,23.35145721214226,
"Springbok Superspar","Hot Foods","HAMBURGER CALAMARI",24.021047193618298,22.85245403512992,44.99,41.586303310959316,
"Springbok Superspar","Hot Foods","TOPPING CHICKEN MAYO",55.48830300988319,56.598069070080854,119.99,45.75566344645973,
"Springbok Superspar","Hot Foods","TOAST CHICKEN MAYO",9.232690300988319,7.701394645148247,24.99,64.55940839567633,
"Springbok Superspar","Hot Foods","WRAP CHICKEN MAYO",13.356619300988319,11.475424225148249,29.99,55.99620587222245,
"Springbok Superspar","Hot Foods","PLATTER BROOD",101.03314139916144,89.65800882054089,250.0,58.757315942551195,
"Springbok Superspar","Hot Foods","PLATTER COCKTAIL BREAD ROLL",201.91118279561545,192.50380474414231,250.0,11.448249817694538,
"Springbok Superspar","Hot Foods","COMBO MINI VETKOEK",16.217354085759595,16.581319815823843,29.99,36.417079732586124,
"Springbok Superspar","Hot Foods","VETKOEK CHICKEN MAYO",57.45065031867699,59.142154188426545,109.99,38.16394461615554,
"Springbok Superspar","Hot Foods","PIZZA CHICKEN SUPREME ",57.677507040846834,54.19376675464221,114.99,45.80152033408249,
"Springbok Superspar","Hot Foods","TOEBROODJIE CHICKEN MAYO",7.951941210691823,6.229593731603773,21.99,67.42140613304075,
"Springbok Superspar","Hot Foods","PANINI CHICKEN MAYO",10.9018378762354,9.618863806435309,29.99,63.11539387328907,
"Springbok Superspar","Hot Foods","SUB CHICKEN MAYO",9.535731210691825,6.684177131603773,24.99,69.24048138717751,
"Springbok Superspar","Hot Foods","PRE BAKED CHICK MAYO",46.81226740661374,46.308480031026335,130.0,59.034806126399786,
"Springbok Superspar","Hot Foods","PIZZA  CHICKEN  MAYO",44.4688062992347,40.64165470149972,99.99,53.257422835558884,
"Springbok Superspar","Hot Foods","TOPPING BBQ CHICKEN ",74.06011136536995,75.54131359267734,0.0,0,
"Springbok Superspar","Hot Foods","PIZZA CHICKEN BBQ ",52.59528657896582,49.1575201921012,109.99,48.60337465140797,
"Springbok Superspar","Hot Foods","TOPPING PERI-PERI CHICKEN",63.65891432248576,64.93209260893548,0.0,0,
"Springbok Superspar","Hot Foods","PIZZA CHICKEN PER-PERI ",41.21880346352656,37.3989471587982,89.99,52.20714609110131,
"Springbok Superspar","Hot Foods","RECIPE MINCE VIR PIZZA ",80.11096473916355,81.71318403394682,0.0,0,
"Springbok Superspar","Hot Foods","PIZZA KINGS",59.888044354145734,56.55145116139838,99.99,34.95932709710157,
"Springbok Superspar","Hot Foods","PIZZA MEXICANA",62.75974435414573,59.48058516139838,109.99,37.810098249288,
"Springbok Superspar","Hot Foods","TRAMAZINI MINCE & CHEESE",8.813484046197722,8.546817407164111,25.99,62.1822238621057,
"Springbok Superspar","Hot Foods","TOEBROODJIE KAAS",6.026347777777778,4.317729133333333,17.99,72.39917452288309,
"Springbok Superspar","Hot Foods","TOEBROODJIE HAM,KAAS & TAMATIE",6.2823199999999995,4.578820799999999,19.99,73.65860970485242,
"Springbok Superspar","Hot Foods","TOEBROODJIE HAM & KAAS ",7.6425977777777785,5.966304133333334,18.99,63.86914295243109,
"Springbok Superspar","Hot Foods","TOEBROODJIE KAAS &  TAMATIE",6.37857,4.676995799999999,19.99,73.09382106053026,
"Springbok Superspar","Hot Foods","GROENTE GEBAKTE AARTAPPELS",26.86304476115367,26.895099656376747,44.99,31.252801500704035,
"Springbok Superspar","Hot Foods","L/CHOP,SLAAI,AARTAPPEL & PATAT",60.52278885947661,57.876919331800224,100.0,33.44154276842974,
"Springbok Superspar","Hot Foods","FISH BATTERED HAKE SMART CHEF",120.31026225000001,121.59382489500001,36.99,-278.0289230312246,
"Springbok Superspar","Hot Foods","COMBO HAKE SMART CHEF & CHIPS",122.12243658497538,125.26071671457488,49.99,-188.15727989950213,
"Springbok Superspar","Hot Foods","TOAST KAAS & HAM",6.563715,4.8658437,17.99,68.89538490828238,
"Springbok Superspar","Hot Foods","TOAST BACON,EGG & CHEESE",17.102280121412804,15.61518012384106,29.99,40.12185014198993,
"Springbok Superspar","Hot Foods","TOAST SWEET CHILLI BURGER",21.777769781746027,21.77644897738095,24.99,-0.21174999595075222,
"Springbok Superspar","Hot Foods","SUB CHEESE GRILLER ",11.756396152777778,8.870018075833332,29.99,65.98692635142271,
"Springbok Superspar","Hot Foods","CHIPS ",6.0539966748768475,4.489322608374385,59.99,91.39403067239449,
"Springbok Superspar","Hot Foods","COMBO CHAKALAKA THIGH & CHIPS",2.7066778149753694,1.0422798617083748,49.9,97.59795222251577,
"Springbok Superspar","Hot Foods","CHORIZO & CHIPS",4.58394426413167,3.608086328121654,79.99,94.81272749426189,
"Springbok Superspar","Hot Foods","COMBO CUT THIGH,DRUMSTICK & CHIPS",1.2766976400601153,0.9830380832948152,37.9,97.01716676572813,
"Springbok Superspar","Hot Foods","COMBO CHIKKA 4 STTRIPS  & CHIPS",17.42873122680972,15.093515096562662,37.99,54.31023332180295,
"Springbok Superspar","Hot Foods","COMBO CHIKKA 10 PIECE CHIPS & DRINKS ",80.72069151459336,75.93089783531873,159.99,45.42125600936526,
"Springbok Superspar","Hot Foods","COMBO CHIKKA BURGER,DRUMSTICK,WING & CHIPS",32.07015125670019,29.08834352705095,59.99,44.23804791447144,
"Springbok Superspar","Hot Foods","COMBO SPEC CHICKEN BURGER & CHIPS",10.855439667487685,10.419893906054186,25.0,52.06848803215074,
"Springbok Superspar","Hot Foods","COMBO FOODSTALL PIE X 4,DRINKS 2L & CHIPS",4.134098669950739,1.8316436242167493,139.9,98.49436013734864,
"Springbok Superspar","Hot Foods","COMBO FOODSTALL PIE,SPAR DRINK 330ML & CHIPS",0.6053996674876848,0.4579109060541873,40.0,98.68350614509421,
"Springbok Superspar","Hot Foods","COMBO HAKE SMART CHEF & CHIPS",125.26071671457488,124.94152320500838,49.99,-187.42298796911308,
"Springbok Superspar","Hot Foods","COMBO CHIKKA 3 STRIPS,SAUCE & CHIPS",14.470084896301245,14.599889839444018,32.0,47.53164588949807,
"Springbok Superspar","Hot Foods","COMBO SAMOOSA,STRIPS & CHIPS",8.351274921724974,7.110458265376222,34.99,76.6303886676689,
"Springbok Superspar","Hot Foods","COMBO COCKTAIL CHEESE GRILLER & CHIPS",6.8457396674876865,5.4987509060541875,17.99,64.8495634132167,
"Springbok Superspar","Hot Foods","COMBO CHEEKY BURGER & CHIPS",10.372049667487685,10.419893906054186,25.0,52.06848803215074,
"Springbok Superspar","Hot Foods","COMBO C/BURGER,C/DRUMSTICK,HOTWINGS & CHIPS",25.283853987834,22.617109312807433,49.9,47.87640138330953,
"Springbok Superspar","Hot Foods","COMBO 4 X BURGERS & CHIPS",15.821801499304026,15.819044019723606,65.0,72.01246058048902,
"Springbok Superspar","Hot Foods","COMBO TWEE ROAST CHIC PIE",35.01039933497537,35.39141381210837,65.0,37.38442171703905,
"Springbok Superspar","Hot Foods","COMBO 2XCORNISH PIES & CHIPS",35.536399334975364,35.92793381210837,65.0,36.43519402473135,
"Springbok Superspar","Hot Foods","COMBO CHIKKA 2 PIECE & CHIPS",19.831577672449924,16.967098471115673,39.9,51.09733523362651,
"Springbok Superspar","Hot Foods","GATSBY POLONY ",23.341045228878148,21.725890869105957,59.99,58.35176779551284,
"Springbok Superspar","Hot Foods","COMBO THIGH & CHIPS",18.123390667487687,15.802067726054188,28.9,37.11979970601275,
"Springbok Superspar","Hot Foods","COMBO CHIC WRAP & CHIPS",18.610918243758874,15.182063353850799,46.9,62.77319220271126,
"Springbok Superspar","Hot Foods","COMBO VIENNA & CHIPS",4.529729501231528,3.887871159081281,15.0,70.19298778037684,
"Springbok Superspar","Hot Foods","COMBO CALAMARI & CHIPS",36.65799872462762,36.41860359245274,55.0,23.85201067032609,
"Springbok Superspar","Hot Foods","COMBO HEELHOENDER & CHIPS",66.15199833743843,66.67705453027094,130.0,41.016451761683406,
"Springbok Superspar","Hot Foods","COMBO H/CHICKEN FILLET",26.38342166748768,23.075719346054186,45.0,41.028717226750416,
"Springbok Superspar","Hot Foods","COMBO CHIKKA PARTY PACK ",72.2188245711629,67.84926755301966,150.0,47.9822282093516,
"Springbok Superspar","Hot Foods","COMBO CHIKKA 10 PIECE & CHIPS",80.72069151459336,75.93089783531873,190.0,54.041824994412345,
"Springbok Superspar","Hot Foods","GATSBY MASALA STEAK ",60.91989419198348,61.739300188865016,114.99,38.255330709457546,
"Springbok Superspar","Hot Foods","GATSBY RUSSIAN",30.09112897183753,28.451379532141274,74.99,56.368733881900965,
"Springbok Superspar","Hot Foods","COMBO HAMBURGER & CHIPS",8.551650749652012,7.909522009861803,40.0,77.26012422164732,
"Springbok Superspar","Hot Foods","COMBO HALWE HOENDER & CHIPS",17.58477594325939,17.03784655255808,39.99,51.00394214693227,
"Springbok Superspar","Hot Foods","GATSBY BBQ CHICKEN ",34.16316937612195,32.76445749929464,84.99,55.66640060690806,
"Springbok Superspar","Hot Foods","SUB RASTA",8.221219733990148,5.13646072484335,24.99,76.36282579603902,
"Springbok Superspar","Hot Foods","Hotdogs & Chips",6.894429634236454,6.856761796659607,24.99,68.44627424506383,
"Springbok Superspar","Hot Foods","COMBO CHEESY RUSSIAN & CHIPS",13.210989667487684,12.264410906054186,34.99,59.69113306098224,
"Springbok Superspar","Hot Foods","COMBO DRUM,WINGS & CHIPS",15.96302819887927,13.519958008073603,39.9,61.032702482995894,
"Springbok Superspar","Hot Foods","COMBO 8HOTWINGS & CHIPS",22.160089334975368,19.738738612108374,54.99,58.72058664498157,
"Springbok Superspar","Hot Foods","COMBO DOUBLE STACK CHIKKA BURGER & CHIPS",11.868499667487685,10.419893906054186,35.0,65.76320573725054,
"Springbok Superspar","Hot Foods","COMBO SPEC HAMBURGER & CHIPS",5.874490028209129,5.33932527399006,29.99,79.52576170360597,
"Springbok Superspar","Hot Foods","DOUBLE STACK CHICKEN BURGER",14.664899667487685,13.351067906054187,39.9,61.51947846625987,
"Springbok Superspar","Hot Foods","COMBO RIB BURGER & CHIPS ",22.022490629411532,21.569310887216513,45.0,44.87842773266891,
"Springbok Superspar","Hot Foods","COMBO 2PCE & CHIPS(THIGH & WING)",23.86825966748768,22.25210810605419,39.9,35.86485132340271,
"Springbok Superspar","Hot Foods","COMBO CC 1PCE & CHIPS(THIGH) ",18.34415966748768,16.61752610605419,33.9,43.627861292146555,
"Springbok Superspar","Hot Foods","PIZZA CHEESY RUSSIAN",46.51175316935484,42.49906823274194,94.99,48.54834354389596,
"Springbok Superspar","Hot Foods","PIZZA PEPPERONI ",50.89987316935484,46.974950632741944,94.99,43.1295997182301,
"Springbok Superspar","Hot Foods","PIZZA BILTONG",67.85735316935485,64.27158023274194,144.99,49.02247239971501,
"Springbok Superspar","Hot Foods","GROENTE SOET PAMPOEN",26.465382352941177,23.08656,59.99,55.74338389731622,
"Springbok Superspar","Hot Foods","HAMBURGER BEEF &  CHEESE",13.380214535738144,12.011453226452907,42.99,67.86887366731602,
"Springbok Superspar","Hot Foods","ROLL HOTDOG",6.228490000000001,4.1301942,12.99,63.435540184757514,
"Springbok Superspar","Hot Foods","COMBO 2XHOTDOG'S ",9.413746388888889,6.803788200666667,24.99,68.69005029705215,
"Springbok Superspar","Hot Foods","Hotdogs & Chips",6.856761796659607,4.716500080659606,24.99,78.29541779608424,
"Springbok Superspar","Hot Foods","WITSOUS",29.35262244897959,29.939674897959183,0.0,0,
"Springbok Superspar","Hot Foods","VISGEREG",60.76543355599455,60.27088747724989,79.99,13.34976797244983,
"Springbok Superspar","Hot Foods","LASAGNE CHICKEN",36.75138161949783,36.38099495147962,79.99,47.69578172996429,
"Springbok Superspar","Hot Foods","LASAGNE BEEF",51.40250782110879,49.702484058657404,89.99,36.4842130598333,
"Springbok Superspar","Hot Foods","MAC & MINCE ",55.68240109656732,54.511018566645944,94.99,34.00603079098555,
"Springbok Superspar","Hot Foods","RECIPE KERRIE SOUS VIR HAKE",17.872143840270265,18.22958671707567,49.99,58.06356326337864,
"Springbok Superspar","Hot Foods","WESKUS KERRIE VIS",60.62216149732819,58.24398146112385,119.99,44.1781992830299,
"Springbok Superspar","Hot Foods","COMBO KERRIE VIS  & HOTCROSS BUN ",26.057261782531793,19.8150583271039,49.99,54.41624909748053,
"Springbok Superspar","Hot Foods","SOUS HAMBURGER",23.460024048096194,23.929224529058118,0.0,0,
"Springbok Superspar","Hot Foods","PEPPER BURGER",12.585601442885771,11.223522541178355,25.99,50.33839583549401,
"Springbok Superspar","Hot Foods","HAMBURGER S/C CATERING BEEF ",4.533200480961924,2.9909301803927857,15.99,78.48924510661848,
"Springbok Superspar","Hot Foods","HAMBURGER BEEF &  CHEESE",12.011453226452907,12.035382450981965,42.99,67.80486201761047,
"Springbok Superspar","Hot Foods","HAMBURGER CHICKEN  ",16.818716841683365,15.529335635687376,34.99,48.960457327692254,
"Springbok Superspar","Hot Foods","HAMBURGER CHICKEN CHEESE ",16.779230721442886,15.35518887058918,31.99,44.8000400088229,
"Springbok Superspar","Hot Foods","HAMBURGER SPARE RIB",20.69745096192385,19.488037360785572,42.99,47.86870675761013,
"Springbok Superspar","Hot Foods","COMBO RIB BURGER & CHIPS ",21.569310887216513,20.33570901405547,45.0,48.03096585296935,
"Springbok Superspar","Hot Foods","HAMBURGER BEEF ",7.305501082164328,5.830641405883768,34.99,80.83670301009907,
"Springbok Superspar","Hot Foods","COMBO 4 X BURGERS & CHIPS",15.819044019723606,12.810330280111263,65.0,77.33556950441853,
"Springbok Superspar","Hot Foods","COMBO 2XHAMBURGER'S BEEF",17.671302164328655,11.894508468002888,62.99,78.28435507508601,
"Springbok Superspar","Hot Foods","COMBO HAMBURGER & CHIPS",7.909522009861803,6.405165140055631,40.0,81.58515022234006,
"Springbok Superspar","Hot Foods","HAMBURGER BACON & CHEESE",12.176200961923849,10.79636236078557,44.99,72.40316355878326,
"Springbok Superspar","Hot Foods","VETKOEK SPARE RIB ",58.082602380991496,59.038172665544195,119.99,43.41703594851586,
"Springbok Superspar","Hot Foods","HAMBURGER SPECIAL BEEF",4.785700360721443,3.2460871352945895,19.99,81.3256618029576,
"Springbok Superspar","Hot Foods","COMBO 2XSPEC HAMBURGER",10.216470721442885,6.622017756000963,35.0,78.24194165885397,
"Springbok Superspar","Hot Foods","COMBO SPEC HAMBURGER & CHIPS",5.33932527399006,3.7689197840546687,29.99,85.54765671336155,
"Springbok Superspar","Hot Foods","ROLL  RUSSIAN ",9.408541106212425,7.389720814903407,19.99,57.48784923892488,
"Springbok Superspar","Hot Foods","PIZZA VEGETARIAN ",64.31477086543327,60.65814628274194,104.99,33.558559648392006,
"Springbok Superspar","Hot Foods","PIZZA MEATY ",117.92600316935484,115.34160323274193,199.99,33.675261904268616,
"Springbok Superspar","Hot Foods","pizza slice promosie",15.617750396169354,14.706054412174597,13.99,-20.886079871342275,
"Springbok Superspar","Hot Foods","PIZZA COSMO",61.25030199288424,57.53238803274193,104.99,36.98233523416209,
"Springbok Superspar","Hot Foods","PIZZA CARNIVORE",57.973353169354844,54.18990023274195,119.99,48.06368425064319,
"Springbok Superspar","Hot Foods","PIZZA PALMERO ",46.809048669354844,42.802309642741946,94.99,48.181223192806364,
"Springbok Superspar","Hot Foods","PIZZA HAWAIIAN ",33.71779238504111,29.449228232741934,119.9,71.75428484766203,
"Springbok Superspar","Hot Foods","COMBO TWEE PIZZA ",67.21194555439595,64.20224903013872,150.0,50.77827574356032,
"Springbok Superspar","Hot Foods","PLATTER MINI MUNCHIE",164.44941741312263,160.09548197777747,320.0,42.46568616423623,
"Springbok Superspar","Hot Foods","PIZZA MARGERITHA",33.49415316935484,29.221116232741934,74.99,55.18831355160258,
"Springbok Superspar","Hot Foods","COMBO TWEE PIZZA ",64.20224903013872,59.84375135479354,150.0,54.11979062799163,
"Springbok Superspar","Hot Foods","PIZZA CARRIBBEAN ",42.20308650268817,38.10422823274194,84.99,48.441154879805595,
"Springbok Superspar","Hot Foods","PIZZA REGINA ",33.833395669354836,29.567143582741934,79.99,57.49191758950716,
"Springbok Superspar","Hot Foods","PRE BAKE BASE",5.08775316935484,5.024523232741936,24.99,76.87794430710994,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA MEATY",73.78697316935482,73.53179309739677,135.99,37.81780861680544,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA CARNIVORE ",39.880393169354846,38.94708149739677,99.99,55.20637691568528,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA CARRIBBEAN",33.24310316935484,32.17704569739677,79.99,53.73971427427643,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA COSMO",46.38369277719798,45.580447097396785,99.99,47.577243562349935,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA MARGERITHA",27.24157316935484,27.556925097396775,69.99,54.721440402905706,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA PALMERO",35.018787669354836,35.48968388739677,89.99,54.64703136958964,
"Springbok Superspar","Hot Foods","PRE BAKED THREE CHEESE PIZZA",36.109253169354844,35.10051869739678,89.99,55.14435325924403,
"Springbok Superspar","Hot Foods","PRE BAKED HAWAIIN PIZZA",31.82766493406072,30.733298697396776,89.99,60.725310032218815,
"Springbok Superspar","Hot Foods","PRE BAKED CHICK MAYO",46.308480031026335,46.297193487340934,130.0,59.04479037658302,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA REGINA",28.689518169354837,29.03382899739677,79.99,58.25865314788563,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA VEGETARIAN",43.57359507805963,42.7670329632587,109.99,55.284945988046644,
"Springbok Superspar","Hot Foods","PRE BAKE PIZZA PEPPERONI",38.52042,39.1258434,79.99,43.74956880860107,
"Springbok Superspar","Hot Foods","RECIPE SEAFOOD MIX",101.96064099535396,103.99985381526103,0.0,0,
"Springbok Superspar","Hot Foods","SEAFOOD PASTA",101.96064099535396,106.07985089156625,0.0,0,
"Springbok Superspar","Hot Foods","PIZZA SEAFOOD ",60.1546582878681,57.080430518043144,119.99,45.29336186703091,
"Springbok Superspar","Hot Foods","PIZZA THREE CHEESE",49.16705316935484,45.20747423274194,104.99,50.48233606281243,
"Springbok Superspar","Hot Foods","KERRIE AFVAL ",148.3113041916185,149.91787027545087,199.99,13.792914237327636,
"Springbok Superspar","Hot Foods","COMBO KERRIE AFVAL & RYS",64.27312317149276,62.51860459712622,60.0,-19.827325477825244,
"Springbok Superspar","Hot Foods","PIZZA KERRIE AFVAL",73.9771444268404,71.0053765370299,109.99,25.76035728922231,
"Springbok Superspar","Hot Foods","PIZZA BASE",0.9415031693548386,1.7835238214516127,9.99,79.46894499830476,
"Springbok Superspar","Hot Foods","PIZZA CHICKEN PER-PERI ",37.3989471587982,38.257808223936905,89.99,51.10959055725365,
"Springbok Superspar","Hot Foods","PIZZA SLICE MEATY",19.232165362388326,16.834959380492545,34.99,44.66932469972442,
"Springbok Superspar","Hot Foods","PIZZA SLICE SPECIALITY",8.869039146169355,5.469027562235082,16.99,62.98186170352946,
"Springbok Superspar","Hot Foods","PIZZA KINGS",56.55145116139838,57.410312226537094,99.99,33.97153809329168,
"Springbok Superspar","Hot Foods","PIZZA MEXICANA",59.48058516139838,60.33944622653709,109.99,36.91211641011215,
